,name,host_id,host_name,property_type,room_type,bedrooms,beds,bathrooms,bathrooms_text,accommodates,description,price,neighbourhood_cleansed,latitude,longitude,number_of_reviews,last_review,minimum_nights,availability_365,review_scores_rating
2489,Piso 6 departamento 1 hab en Las Condes,76831097,Solange Andrea,Entire rental unit,Entire home/apt,1.0,1.0,,0 baths,2,,"$64,900.00",Las Condes,-33.41401606899639,-70.5855956946456,25,2026-06-19,2.0,324,4.96
2490,-*Depto. céntrico 6 personas.  (*),107152483,Marcelo,Entire rental unit,Entire home/apt,2.0,5.0,1.0,1 bath,6,Your family will be close to everything when you stay at this centrally-located place.,"$88,000.00",Santiago,-33.44149,-70.65569,1,2026-04-27,1.0,323,5.0
2491,Piso 18 departamento de 1 hab. en Las Condes,76831097,Solange Andrea,Entire rental unit,Entire home/apt,1.0,2.0,,0 baths,2,,"$64,900.00",Las Condes,-33.41385119989832,-70.58485277381169,266,2025-11-05,2.0,156,4.76
2492,Simple Single Room,598419286,Hotel Inside,Private room in rental unit,Private room,,1.0,1.0,1 private bath,1,"Simple room ideal for one person, equipped with a one and a half square bed, nightstand. Outdoor bathroom: shared and not shared If you are looking for something economical, private and at the same time functional, this is the best option. steps from the metro station and very close to the historic heart of the city of Santiago.","$41,300.00",Conchalí,-33.3974,-70.67233,0,,1.0,14,
2493,Lo mejor está aquí,659479435,Jorge Brayan,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,Your family will be close to everything when you stay at this centrally-located place.,"$94,500.00",Santiago,-33.44185216519337,-70.65854605851223,1,2024-11-16,2.0,365,1.0
2494,2-Bedroom Apartment with Full Kitchen,557221308,Andrea,Entire rental unit,Entire home/apt,2.0,2.0,2.0,2 baths,4,"This 70 m² apartment features 2 bedrooms, each with its own bathroom—one with a king-size bed and the other with a double bed—1 fully equipped kitchen, a living area, a workspace, Smart TV, Wi-Fi, parking, and daily housekeeping, like a hotel.<br /><br />You’ll have access to the gym, coworking space, restaurant, terrace, bicycles, and more.<br /><br />Enjoy 24-hour front desk service and a prime location in El Golf, steps from the metro, restaurants, and shops. Ideal for short- and long-term stays.","$171,147.00",Las Condes,-33.41506,-70.60288,31,2026-02-01,1.0,331,4.61
2495,Acogedor Loft en sector premium de Santiago,494499401,Marcela,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Enjoy a cozy and comfortable space in one of Santiago's most exclusive neighborhoods. <br />You can find many alternatives of restaurants, bars, cafes and parks. Only 5 minutes from the Costanera Center, one of the largest malls in Chile. <br />You will also be very close to the Tobalaba metro station and the MUT (Tobalaba Urban Market), a space with a different proposal of cafes and shops.","$84,589.00",Las Condes,-33.4151,-70.60041,7,2026-03-06,2.0,311,4.71
2496,Exclusivo y Seguro Departamento sector El GOLF,24372215,Fran,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Modern and exclusive apartment in El Golf, Las Condes. Located on the 14th floor, it offers comfort, privacy and an excellent location. Ideal for business trips or urban rest. Features a fully equipped kitchen, high-speed Wi-Fi, Smart TV, air conditioning, private parking, and 24/7 security. Walking distance to restaurants, shops, cafes and metro station. Perfect for those looking for comfort and style in Santiago","$91,586.50",Las Condes,-33.41475,-70.58823,40,2026-03-31,2.0,291,4.7
2497,Ñuñoa: 2 dormitorios para 6 /Parking /Calefacción,745917903,Jose Jesus,Entire rental unit,Entire home/apt,2.0,5.0,2.0,2 baths,6,"Ñuñoa Metro: 2-bedroom, 2-bathroom apartment for 6 people with parking included at no extra cost, just steps from Ñuñoa Metro (L3/L6). Top floor with plenty of natural light and a clear view of the city and the mountain range. Great for groups and families: terrace with a view, high-speed Wi-Fi for working remotely, 2 hot/cold air-conditioning units (one in each bedroom), washer and dryer, and a fully equipped kitchen. Close to Providencia, Plaza Ñuñoa, the Italia neighborhood, and Santiago.","$159,857.00",Ñuñoa,-33.45353,-70.60741,11,2026-06-28,1.0,280,5.0
2498,"Costanera Center, El Golf, Parking",77588982,Pedro,Entire rental unit,Entire home/apt,2.0,5.0,2.0,2 baths,6,"Large apartment 80 sq. meters (4th floor). Located 1 block Estación Metro ""El Golf"", in the best tourist sector of Santiago. Safe neighborhood, located in a quiet street.<br /><br />Walking distance to parks, theatres, pubs, restaurants, shopping centers, supermarkets and more.","$141,001.00",Las Condes,-33.41625,-70.59784,413,2026-06-10,1.0,255,4.76
2499,Candy two bedrooms two bathrooms apartment,682015835,Xinhong,Entire rental unit,Entire home/apt,2.0,2.0,2.0,2 baths,4,Candy Casa Santiago two-bedroom/two-bathroom apartment in downtown (close to parks/restaurants/Presidential Palace/amusement parks).<br /><br />The apartment is on the eighth floor with a good view.<br /><br />This special house is close to everything. Total 55 m² including two bedrooms and two bathrooms.<br /><br />Both bedrooms have queen size beds (extra large double beds) and the master bedroom has a separate bathroom.,"$42,644.20",Santiago,-33.437504477299946,-70.64755126764629,0,,30.0,365,
2500,Depto para 2 Santiago centro Movistar república,671861160,Robustheit Property SpA,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,Enjoy the simplicity of this quiet and centrally-located accommodation.,"$45,780.00",Santiago,-33.4571035,-70.6682823,83,2026-06-14,1.0,359,4.88
2501,Hermoso Departamento en Barrio Yungay,464372740,Infinity Rent Spa,Entire rental unit,Entire home/apt,1.0,1.0,,1 bath,2,"New and comfortable apartment in Santiago in the famous Yungay neighborhood; designed with modernity within the colonial architecture of the area. This pool-view accommodation will make you feel like you're in a 5-star place. Just steps away from a variety of cafes, ice cream parlors, international restaurants, top-quality supermarkets, and pharmacies. In addition, it is only a 6-minute walk from the subway station. It is the neighborhood where the president of Chile currently lives.","$58,200.00",Santiago,-33.44282,-70.66976,46,2026-05-10,2.0,69,4.83
2502,1. Depto. Metro Parque Almagro Aire Acondicionado,325451102,The Hostess Chile,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Enjoy this beautiful, fully equipped studio apartment.<br />Downtown location, steps from Almagro Park, Universities and only 1.5 km from O'higgins Park.<br />Excellent connectivity, metro station just 5 minutes away.<br />Fully equipped apartment, with sheets, towels and a kitchen with everything you need to have a great stay.","$45,057.00",Santiago,-33.4543,-70.65379,70,2026-06-14,1.0,363,4.9
2503,Los Aromos Hogar | A 15 minutos del Aeropuerto,757256887,Benito,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"🏡 Welcome to Los Aromos Hogar 🌿. Enjoy a separate apartment located on the second floor of a family home in a quiet neighborhood of Renca. It features a bedroom for up to 3 guests, private bathroom, equipped kitchen, living room and dining room. Ideal for relaxing, traveling with family, or being close to the airport. Personalized attention, a cozy atmosphere and additional services available.","$27,388.00",Renca,-33.4075087,-70.6934982,0,,1.0,364,
2504,Design Tech Comfort & Location D303,170464891,Ignacio,Entire rental unit,Entire home/apt,1.0,2.0,2.0,2 baths,4,"Apartment modern design, ThermoPanel windows, acoustic and thermal insulation, A/C.<br />Located in the best area of Santiago. Steps from Tobalaba subway station, Costanera Center Mall, World Trade Center, the best restaurants in Santiago, , cafes, grocery stores, supermarket. wifi fiber optic, Smart TV 55 “.<br />It has a strategic location!<br />For security reasons, it is required to send us, after booking, photos of identity card and selfie of each guest.","$160,102.00",Las Condes,-33.415097,-70.6001976,23,2026-04-19,1.0,321,5.0
2505,Down town Santiago deluxe,442411855,Marcela,Entire rental unit,Entire home/apt,2.0,2.0,2.0,2 baths,4,Enjoy a stylish experience in this centrally located accommodation.<br />Comfortable and cozy apartment designed to feel better than at home 🏠,"$52,115.00",Santiago,-33.4403546,-70.6567062,5,2026-02-06,1.0,269,4.4
2506,"8/Arturo Prat, Santiago centro",493921465,Mayra,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,Enjoy the simplicity of this quiet and central accommodation. With shops nearby and transportation,"$48,266.00",Santiago,-33.45041,-70.6479,3,2026-01-13,2.0,353,5.0
2507,Pieza y baño privado en Pedro de Valdivia Norte,914533,Misha,Private room in rental unit,Private room,1.0,1.0,1.0,1 private bath,1,"Furnished room in Providencia. Room offered in an excellent residential and central area. The apartment has large common spaces, a fully equipped kitchen, a washer/dryer, and included services (Wi-Fi).<br /><br />Connectivity: Close to Metro Pedro de Valdivia (L1). It's only 20 minutes to downtown.<br /><br />Surroundings: Minutes from Cerro San Cristóbal and Parque de las Esculturas.","$55,665.00",Providencia,-33.4216,-70.61667,0,,3.0,365,
2508,"Excelente Ubicación, Tranquilo y Silencioso (61)",200680261,Alejandro,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,"Enjoy the simplicity of this quiet and central accommodation. Steps from the Metro, Shops, Theater, Restaurant and Shopping Center.","$74,628.00",Providencia,-33.42316,-70.61467,0,,2.0,271,
2509,estudio amoblado en providencia,167369197,Ingrid,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Keep it simple at this peaceful and centrally-located place.<br />Ideal for couples or executives, just steps from the Pedro de Valdivia metro station in the heart of Providencia.","$36,517.50",Providencia,-33.430611423001245,-70.62048400744018,73,2026-06-11,2.0,176,4.93
2510,"Metro U. de Chile con Balcón, Gym en Pleno Centro",214634589,Rodolfo,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Discover Santiago's historic quarter from a comfortable and centrally located apartment. Explore on foot to La Moneda Palace, Plaza de Armas, Paseo Ahumada and major museums. And just 2 blocks away you'll have the Metro to get to other areas. <br />We have high-speed WiFi and the building has a gym and laundry. In summer the rooftop pool opens with an incredible view. <br />The neighborhood is vibrant and full of small shops, cafes, and supermarkets. Everything within walking distance. We look forward to seeing you!","$50,668.50",Santiago,-33.44940185546875,-70.64910125732422,166,2026-03-22,2.0,59,4.9
2511,Centrohistorico 2 Dormitorios 2 Baños,14139129,Mari,Entire condo,Entire home/apt,2.0,3.0,2.0,2 baths,4,Your family will be close to everything when you stay at this centrally-located place.,"$54,770.20",Santiago,-33.4506826,-70.6466894,5,2026-05-30,5.0,229,5.0
2512,Céntrico con Parking privado a Pasos del Metro,140601489,Yani,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Modern and cozy apartment in downtown Santiago, ideal for couples or business trips. Only a 4-minute drive to the Parque Almagro Metro station, with excellent connections for getting around the city. Features a king-size bed, fast Wi-Fi, Smart TV, self check-in, and parking included. A comfortable, well-equipped space designed to make your stay simple, convenient, and hassle-free.","$58,831.50",Santiago,-33.4498629,-70.64894079999999,8,2026-05-24,1.0,237,5.0
2513,Estudio con estacionamiento privado | Céntrico,563651378,Giss,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Welcome to this modern and cozy studio apartment located in downtown Santiago. Located near the subway, restaurants, shops and tourist attractions. It's a perfect choice for solo travelers, couples, or business travelers looking for a practical, comfortable, modern, and conveniently located stay.<br /><br />Perfect for a safe, well-connected experience that is fully equipped to make your trip a unique experience.<br /><br />Book and enjoy your stay in the city!","$68,471.00",Santiago,-33.4496653034868,-70.64192171189897,23,2026-06-27,1.0,354,4.96
2514,"En el corazón de Providencia,  barrio cosmopolita",75440050,Anabella,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Places of interest: Costanera Center shopping center, Panoramic, Metro, Rio Mapocho, Restaurants, bars and cafes most important in Santiago, Supermarkets, San Cristobal Tunnel, Isidora Goyenechea and Plaza Peru.. My accommodation is good for couples, adventurers and business travelers.","$86,349.00",Providencia,-33.42457,-70.60573,276,2026-06-09,3.0,283,4.83
2515,5 min al Metro & Barrio Italia | Parking gratis,338009013,Julieta,Entire condo,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Feel at home in Santiago!<br />Perfect for remote work, couples, and longer stays.<br /><br /> Includes:<br />• 🛏️ Premium towels & linens<br />• ☕ Coffee maker, tea, sugar, oil & basic spices<br />• 🍳 Fully equipped kitchen<br />• 🚿 Shampoo, conditioner, hair dryer & iron<br />• 🌿 Balcony<br />• 🚗 Free private parking<br /><br />📍 Near Santa Isabel Subway Station (Line 5), Irarrázaval Subway Station, supermarkets, cafés, and restaurants.<br /><br />⏰ Early check-in and late check-out available upon request, subject to availability.","$32,735.00",Santiago,-33.44945,-70.63315,36,2026-06-27,1.0,323,4.89
2516,Lindo Depto Full Vista a la Virgen y al Costanera,324378774,Camila,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,4,"Exquisite property in Providencia, steps from the Manuel Montt Metro station (Line 1), supermarket, pharmacy, restaurants, Falp, clinics, and hospitals.<br />3 rooms, fully equipped for 4 people with bed linens, towels, and toilet paper.<br />Bedroom 1: Queen bed, 2 closets, and full en-suite bathroom.<br />Bedroom 2: 1.5-person bed with desk and closet, full en-suite bathroom.<br />Living room with a double sofa bed and a kitchenette with a microwave, refrigerator, kettle, coffee maker, and cooking utensils.","$91,294.00",Providencia,-33.42998,-70.61874,46,2026-06-30,1.0,303,4.93
